1.964299999999999935e+00,4.595699999999999896e+00,1.000000000000000000e+00
2.275300000000000100e+00,3.858900000000000219e+00,1.000000000000000000e+00
2.978099999999999969e+00,4.565100000000000158e+00,1.000000000000000000e+00
2.931999999999999940e+00,3.551899999999999835e+00,1.000000000000000000e+00
3.577199999999999935e+00,2.855999999999999872e+00,1.000000000000000000e+00
4.014999999999999680e+00,3.193700000000000205e+00,1.000000000000000000e+00
3.381400000000000183e+00,3.429100000000000037e+00,1.000000000000000000e+00
3.911300000000000221e+00,4.176099999999999923e+00,1.000000000000000000e+00
2.782200000000000006e+00,4.043099999999999916e+00,1.000000000000000000e+00
2.551800000000000068e+00,4.616200000000000081e+00,1.000000000000000000e+00
3.369800000000000129e+00,3.910099999999999909e+00,1.000000000000000000e+00
3.104800000000000004e+00,3.070899999999999963e+00,1.000000000000000000e+00
1.918199999999999905e+00,4.053399999999999892e+00,1.000000000000000000e+00
2.263799999999999812e+00,4.370599999999999596e+00,1.000000000000000000e+00
2.655499999999999972e+00,3.500799999999999912e+00,1.000000000000000000e+00
3.185500000000000220e+00,4.288800000000000168e+00,1.000000000000000000e+00
3.657900000000000151e+00,3.869200000000000195e+00,1.000000000000000000e+00
3.911300000000000221e+00,3.429100000000000037e+00,1.000000000000000000e+00
3.600200000000000067e+00,3.122100000000000097e+00,1.000000000000000000e+00
3.035699999999999843e+00,3.316500000000000004e+00,1.000000000000000000e+00
1.584100000000000064e+00,3.357499999999999929e+00,0.000000000000000000e+00
2.010299999999999976e+00,3.203899999999999970e+00,0.000000000000000000e+00
1.952700000000000102e+00,2.784299999999999997e+00,0.000000000000000000e+00
2.275300000000000100e+00,2.712699999999999889e+00,0.000000000000000000e+00
2.309899999999999842e+00,2.958400000000000141e+00,0.000000000000000000e+00
2.828300000000000036e+00,2.630900000000000016e+00,0.000000000000000000e+00
3.047299999999999898e+00,2.293099999999999916e+00,0.000000000000000000e+00
2.482699999999999907e+00,2.037300000000000111e+00,0.000000000000000000e+00
2.505700000000000038e+00,2.385299999999999976e+00,0.000000000000000000e+00
1.872100000000000097e+00,2.057700000000000085e+00,0.000000000000000000e+00
2.010299999999999976e+00,2.354600000000000026e+00,0.000000000000000000e+00
1.226900000000000102e+00,2.323900000000000077e+00,0.000000000000000000e+00
1.895100000000000007e+00,2.917400000000000215e+00,0.000000000000000000e+00
1.560999999999999943e+00,3.070899999999999963e+00,0.000000000000000000e+00
1.549500000000000099e+00,2.692299999999999915e+00,0.000000000000000000e+00
1.687799999999999967e+00,2.405699999999999950e+00,0.000000000000000000e+00
1.491900000000000004e+00,2.027099999999999902e+00,0.000000000000000000e+00
9.619999999999999662e-01,2.681999999999999940e+00,0.000000000000000000e+00
1.169300000000000006e+00,2.927599999999999980e+00,0.000000000000000000e+00
8.122000000000000330e-01,2.999200000000000088e+00,0.000000000000000000e+00
9.735000000000000320e-01,3.388100000000000112e+00,0.000000000000000000e+00
1.250000000000000000e+00,3.193700000000000205e+00,0.000000000000000000e+00
1.319099999999999939e+00,3.510899999999999910e+00,0.000000000000000000e+00
2.229200000000000070e+00,2.201000000000000068e+00,0.000000000000000000e+00
2.448199999999999932e+00,2.641099999999999781e+00,0.000000000000000000e+00
2.793800000000000061e+00,1.965600000000000014e+00,0.000000000000000000e+00
2.091000000000000192e+00,1.617699999999999916e+00,0.000000000000000000e+00
2.540299999999999780e+00,2.886699999999999822e+00,0.000000000000000000e+00
9.043999999999999817e-01,3.019800000000000040e+00,0.000000000000000000e+00
7.661499999999999977e-01,2.589900000000000091e+00,0.000000000000000000e+00
8.640499999999999570e-02,4.104499999999999815e+00,1.000000000000000000e+00
